code	char	count	examples
0045	Ｏ	2	game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\SCREVENT\MSG\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END}
0046	Ｐ	30	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[10]: 新たにメモリーカード（ＰＳ２）が\n差されました{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END}
0048	Ｒ	12	game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[20]: 操作\nＲ２ボタン（チャージ）＋パンチ\nチャージ麗１〜５０％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[21]: 操作\nＲ２ボタン（チャージ）＋キック\nチャージ麗１〜５０％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[22]: 操作\nＲ２ボタン（チャージ）＋パンチ\nチャージ麗５１〜１００％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[23]: 操作\nＲ２ボタン（チャージ）＋キック\nチャージ麗５１〜１００％の必殺技{END}
0049	Ｓ	43	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[10]: 新たにメモリーカード（ＰＳ２）が\n差されました{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END}
004A	Ｔ	4	game_dump\DATA\SCREVENT\MSG\EV207.DAT[0]: ＢＥＳＴ　ＴＩＭＥ{END} | game_dump\DATA\SCREVENT\MSG\EV207.DAT[1]: ＴＩＭＥ{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[29]: ファイル『ＴＩＥＲＲＡ　移送記録』を\n入手した{END}
004B	Ｕ	1	game_dump\DATA\SCREVENT\MSG\EV109.DAT[4]: ＢＬＡＣＫ　ＳＵＮ\nお前は運命を信じるか？{END}
004C	Ｖ	24	game_dump\DATA\MEMCARD.DAT[2001]: Ｖ３{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1001]: 『発電所ＩＤカードＬＶ２』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1002]: 『発電所ＩＤカードＬＶ１』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1035]: 『発電所ＩＤカードＬＶ１』{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[2]: 『発電所ＩＤカードＬＶ２』\n燃料など危険物を貯歳している\n部屋用のカード{END}
011A	あ	173	game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[12]: データが破損しています\n\nセーブするためには\n新たにシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[19]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）に\nシステム設定ファイルがありません\n\nメモリーカード差込口１に\nシステム設定ファイルのある\nメモリーカード（ＰＳ２）を\n差してください{END} | game_dump\DATA\MEMCARD.DAT[24]: ロードするデータがありません{END} | game_dump\DATA\MEMCARD.DAT[37]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\n\n３０５ＫＢ以上の空き容量のある\nメモリーカード（ＰＳ２）を\nメモリーカード差込口１へと\n差してください{END}
011B	い	1186	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[12]: データが破損しています\n\nセーブするためには\n新たにシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END}
011C	う	463	game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[701]: 各色調がはっきりと映るように\nテレビの明るさ調整をしてください{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[1]: 開けることはできないようだ{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[4]: 現在は使用できないようだ{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[5]: 電力が切られているようだ{END}
011D	え	180	game_dump\DATA\MEMCARD.DAT[102]: いいえ{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[28]: …床が落ちている\n闇の奥にわずかな光がみえる…{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[35]: 扉の向こうから不気味な声が聞こえる{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[8]: 死ぬ前に教えてやろう　　{END} | game_dump\DATA\SCREVENT\MSG\EV008.DAT[0]: わ…我々の時空を超えた計画は…\nお前には止められん！{END}
011E	お	95	game_dump\DATA\MENU\ITEM_MSG.DAT[21]: 『電磁キー』\n一定間隔で磁気をおびさせた鍵\n専用の機城で磁気の設定ができる{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[5]: ドクガンダー、何度再生しようと\nお前たちの野望はオレが打ち砕く！{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[7]: お前たちは何者なんだ？それに\nこの装置に映ってる年号はいったい？{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[10]: そしてお前の手の届かない、\n過去の３つの年…{END} | game_dump\DATA\SCREVENT\MSG\EV008.DAT[0]: わ…我々の時空を超えた計画は…\nお前には止められん！{END}
011F	か	485	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[5]: オプションの設定をセーブしますか？{END} | game_dump\DATA\MEMCARD.DAT[6]: 設定を保存せずにゲームに戻りますか？{END} | game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END}
0120	き	127	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[28]: 　番のプレイデータを上書きしますか？{END} | game_dump\DATA\MEMCARD.DAT[37]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\n\n３０５ＫＢ以上の空き容量のある\nメモリーカード（ＰＳ２）を\nメモリーカード差込口１へと\n差してください{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[701]: 各色調がはっきりと映るように\nテレビの明るさ調整をしてください{END}
0121	く	142	game_dump\DATA\MEMCARD.DAT[17]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nメモリーカード差込口１に\nフォーマットのされている\nメモリーカード（ＰＳ２）を\n差してください{END} | game_dump\DATA\MEMCARD.DAT[19]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）に\nシステム設定ファイルがありません\n\nメモリーカード差込口１に\nシステム設定ファイルのある\nメモリーカード（ＰＳ２）を\n差してください{END} | game_dump\DATA\MEMCARD.DAT[23]: メモリーカード（ＰＳ２）を\n抜かないでください{END} | game_dump\DATA\MEMCARD.DAT[26]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nメモリーカード差込口１に\nメモリーカード（ＰＳ２）を\n差してください{END} | game_dump\DATA\MEMCARD.DAT[37]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\n\n３０５ＫＢ以上の空き容量のある\nメモリーカード（ＰＳ２）を\nメモリーカード差込口１へと\n差してください{END}
0122	け	80	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[503]: を受け取った{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[1002]: これ以上アイテムを置けない{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[1003]: このフロアにアイテムを置けない{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[2003]: を受け取った{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[1]: 開けることはできないようだ{END}
0123	こ	407	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[16]: フォーマットを行いませんでした\n\nこのままゲームを開始しますか？{END}
0124	さ	226	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[10]: 新たにメモリーカード（ＰＳ２）が\n差されました{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[17]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nメモリーカード差込口１に\nフォーマットのされている\nメモリーカード（ＰＳ２）を\n差してください{END}
0125	し	518	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[5]: オプションの設定をセーブしますか？{END} | game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END}
0126	す	297	game_dump\DATA\MEMCARD.DAT[1]: フォーマット中です{END} | game_dump\DATA\MEMCARD.DAT[2]: システム設定ファイルを\n作成中です{END} | game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[4]: セーブ中です{END} | game_dump\DATA\MEMCARD.DAT[5]: オプションの設定をセーブしますか？{END}
